user_ref,timestamp,ip_address,device_id,phone,address,email,full_name,nationality,date_of_birth,login_success,liveness_status,document_path,document_hash,document_phash,document_anomaly,document_name,label,campaign_id,attack_category
MOBILE-HARD-0031,2026-04-22T06:18:36Z,203.0.113.200,DEV-18A8,+20508886986,"224 Birchwood Ave, Northgate",owen.delgado409@outlook.com,Owen Delgado,Egypt,1985-12-22,true,PASS,,,,,,LEGITIMATE,,
VICTIM-16170-0015,2026-04-29T17:39:23Z,203.0.113.113,DEV-CE87,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-ROTATE-HARD-0043,CREDENTIAL_STUFFING
VICTIM-59073-0002,2026-05-03T04:09:23Z,203.0.113.175,DEV-FC24,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-SPRAY-HARD-0044,CREDENTIAL_STUFFING
VICTIM-59073-0002,2026-04-30T12:09:23Z,203.0.113.252,DEV-754A,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-SPRAY-HARD-0044,CREDENTIAL_STUFFING
VICTIM-61697-0008,2026-04-29T05:32:13Z,203.0.113.34,DEV-D232,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-BURST-HARD-0039,CREDENTIAL_STUFFING
SYNC-HARD-0056,2026-05-07T00:32:23Z,203.0.113.59,DEV-E881,+91524605107,"238 Willow Court, Northgate",nadia.cheng988@icloud.com,Nadia Cheng,India,1984-12-27,true,PASS,,,,,,SYNTHETIC_IDENTITY,SYN-ADDR-HARD-0055,SYNTHETIC_IDENTITY
SYNA-HARD-0048,2026-05-06T20:10:23Z,203.0.113.45,DEV-6297,+971593235457,"309 Cedar Path, Riverbend",amira.delgado839@outlook.com,Amira Delgado,Egypt,1981-02-06,true,PASS,,,,,,SYNTHETIC_IDENTITY,SYN-PHONE-HARD-0045,SYNTHETIC_IDENTITY
VICTIM-58694-0011,2026-04-29T05:39:11Z,203.0.113.165,DEV-4721,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-DIST-HARD-0040,CREDENTIAL_STUFFING
LEG-HARD-0006,2026-03-17T11:02:36Z,198.51.100.177,DEV-E2BC,+92522681871,"167 Coral Drive, Riverbend",lucia.delgado625@outlook.com,Lucia Delgado,Pakistan,1973-09-04,true,PASS,,,,,,LEGITIMATE,,
TRAVEL-HARD-0007,2026-03-20T06:02:36Z,203.0.113.84,DEV-AFAC,+44520148056,"72 Cedar Path, Northgate",miles.novak489@gmail.com,Miles Novak,UK,1978-12-08,true,PASS,,,,,,LEGITIMATE,,
VICTIM-52598-0007,2026-04-29T05:45:57Z,203.0.113.28,DEV-72A4,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-MIXED-HARD-0041,CREDENTIAL_STUFFING
VICTIM-14942-0008,2026-04-29T16:33:23Z,203.0.113.114,DEV-FA72,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-ROTATE-HARD-0043,CREDENTIAL_STUFFING
VICTIM-29604-0000,2026-04-29T05:45:36Z,203.0.113.28,DEV-AF77,,,,,,,true,,,,,,,CREDENTIAL_STUFFING,CS-MIXED-HARD-0041,CREDENTIAL_STUFFING
LEG-HARD-0006,2026-03-17T07:02:36Z,198.51.100.177,DEV-E2BC,+92522681871,"167 Coral Drive, Riverbend",lucia.delgado625@outlook.com,Lucia Delgado,Pakistan,1973-09-04,true,PASS,,,,,,LEGITIMATE,,
VICTIM-40341-0000,2026-04-29T05:37:54Z,203.0.113.115,DEV-43BF,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-DIST-HARD-0040,CREDENTIAL_STUFFING
NAME-HARD-0024,2026-04-16T19:26:36Z,198.51.100.17,DEV-9F8F,+971533877804,"202 Cedar Path, Lakeside",tarek.chen767@icloud.com,Tarek Chen,UAE,1998-07-21,true,PASS,,,,,,LEGITIMATE,,
VICTIM-52675-0016,2026-04-29T05:32:51Z,203.0.113.34,DEV-D232,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-BURST-HARD-0039,CREDENTIAL_STUFFING
SYNB-HARD-0052,2026-05-06T22:39:23Z,203.0.113.138,DEV-E807,+92576494097,"123 Birchwood Ave, Fairview",hassan.reyes11@gmail.com,Hassan Reyes,Pakistan,2001-03-14,true,PASS,,,,,,SYNTHETIC_IDENTITY,SYN-DEVICE-HARD-0050,SYNTHETIC_IDENTITY
LEG-HARD-0003,2026-03-09T13:00:00Z,198.51.100.114,DEV-DFA7,+20599468735,"43 Birchwood Ave, Northgate",jonas.voss867@outlook.com,Jonas Voss,Egypt,2004-07-05,false,PASS,,,,,,LEGITIMATE,,
VICTIM-12487-0017,2026-04-29T05:39:54Z,203.0.113.86,DEV-BCA9,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-DIST-HARD-0040,CREDENTIAL_STUFFING
VICTIM-51258-0011,2026-04-29T05:46:11Z,203.0.113.28,DEV-7410,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-MIXED-HARD-0041,CREDENTIAL_STUFFING
VICTIM-28913-0005,2026-04-29T05:31:57Z,203.0.113.34,DEV-D232,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-BURST-HARD-0039,CREDENTIAL_STUFFING
SYND-HARD-0068,2026-05-08T04:53:23Z,203.0.113.254,DEV-3840,+92508329362,"317 Meadow Lane, Riverbend",salma.cheng973@outlook.com,Salma Cheng,Pakistan,1980-05-05,true,PASS,,,,,,SYNTHETIC_IDENTITY,SYN-SPARSE-HARD-0065,SYNTHETIC_IDENTITY
VICTIM-63354-0004,2026-04-29T05:38:29Z,203.0.113.39,DEV-7359,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-DIST-HARD-0040,CREDENTIAL_STUFFING
VICTIM-53990-0003,2026-04-29T15:43:23Z,203.0.113.241,DEV-AADA,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-ROTATE-HARD-0043,CREDENTIAL_STUFFING
DOCL-HARD-0084,2026-05-19T10:32:23Z,198.51.100.171,DEV-5E5A,+971598721660,"221 Union Square, Riverbend",lina.voss116@icloud.com,Lina Voss,UAE,1972-07-13,true,PASS,documents/legit_hard_resized.jpg,,,,,LEGITIMATE,,
NAME-HARD-0023,2026-04-16T13:26:36Z,198.51.100.61,DEV-51EF,+44578999553,"307 Union Square, Northgate",nadia.ahmed568@gmail.com,Nadia Ahmed,UK,1996-08-18,true,PASS,,,,,,LEGITIMATE,,
SYNCHAIN-HARD-0062,2026-05-07T01:41:23Z,203.0.113.59,DEV-A6AA,+971587383657,"142 Cedar Path, Lakeside",grace.farouk942@icloud.com,Grace Farouk,Philippines,1970-11-11,true,PASS,,,,,,SYNTHETIC_IDENTITY,SYN-CHAIN-HARD-0060,SYNTHETIC_IDENTITY
VICTIM-51069-0005,2026-05-05T18:09:23Z,203.0.113.123,DEV-955E,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-SPRAY-HARD-0044,CREDENTIAL_STUFFING
LEG-HARD-0005,2026-03-15T14:02:08Z,198.51.100.132,DEV-F14E,+91523062507,"15 Coral Drive, Riverbend",nadia.cheng701@proton.me,Nadia Cheng,India,1995-06-06,true,PASS,,,,,,LEGITIMATE,,
VICTIM-51069-0005,2026-05-01T08:09:23Z,203.0.113.230,DEV-C683,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-SPRAY-HARD-0044,CREDENTIAL_STUFFING
VICTIM-30338-0001,2026-05-03T00:09:23Z,203.0.113.28,DEV-105D,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-SPRAY-HARD-0044,CREDENTIAL_STUFFING
VICTIM-62184-0003,2026-05-03T07:09:23Z,203.0.113.248,DEV-C146,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-SPRAY-HARD-0044,CREDENTIAL_STUFFING
TRAVEL-HARD-0008,2026-03-22T06:02:36Z,203.0.113.238,DEV-C616,+91552082063,"82 Harbor View, Lakeside",tarek.abdallah157@outlook.com,Tarek Abdallah,India,1979-06-13,true,PASS,,,,,,LEGITIMATE,,
LEG-HARD-0001,2026-03-06T17:00:00Z,198.51.100.194,DEV-BF74,+92541346225,"229 Coral Drive, Fairview",priya.reyes582@gmail.com,Priya Reyes,Pakistan,1991-09-22,true,PASS,,,,,,LEGITIMATE,,
VICTIM-50604-0001,2026-04-29T05:31:41Z,203.0.113.34,DEV-D232,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-BURST-HARD-0039,CREDENTIAL_STUFFING
SYNCHAIN-HARD-0063,2026-05-07T01:46:23Z,203.0.113.8,DEV-A6AA,+92521969745,"352 Meadow Lane, Northgate",salma.reyes789@icloud.com,Salma Reyes,Pakistan,1974-03-26,true,PASS,,,,,,SYNTHETIC_IDENTITY,SYN-CHAIN-HARD-0060,SYNTHETIC_IDENTITY
VICTIM-51009-0014,2026-04-29T05:32:42Z,203.0.113.34,DEV-D232,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-BURST-HARD-0039,CREDENTIAL_STUFFING
VICTIM-2770-0018,2026-04-29T05:40:04Z,203.0.113.59,DEV-D0FC,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-DIST-HARD-0040,CREDENTIAL_STUFFING
DOCL-HARD-0087,2026-05-19T12:51:23Z,198.51.100.223,DEV-C738,+44586152157,"186 Founders Row, Lakeside",amira.delgado20@gmail.com,Amira Delgado,UK,1997-05-23,true,PASS,documents/legit_hard_cropped.jpg,,,,,LEGITIMATE,,
VICTIM-62184-0003,2026-04-30T21:09:23Z,203.0.113.140,DEV-4408,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-SPRAY-HARD-0044,CREDENTIAL_STUFFING
VICTIM-51402-0009,2026-04-29T14:18:23Z,203.0.113.109,DEV-9F64,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-SLOW-HARD-0042,CREDENTIAL_STUFFING
VICTIM-36537-0007,2026-05-04T10:09:23Z,203.0.113.228,DEV-3D14,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-SPRAY-HARD-0044,CREDENTIAL_STUFFING
DOCF-HARD-0083,2026-05-19T09:14:23Z,198.51.100.150,DEV-565C,+44542025454,"388 Founders Row, Lakeside",karan.cheng656@proton.me,Karan Cheng,UK,1971-09-17,true,PASS,documents/forged_hard_double_recompressed.jpg,,,,,DOCUMENT_FRAUD,DOC-FRAUD-HARD-0076,DOCUMENT_FRAUD
KIOSK-HARD-0029,2026-04-21T08:26:36Z,198.51.100.22,DEV-2630,+63553258809,"272 Founders Row, Fairview",hassan.delgado459@proton.me,Hassan Delgado,Philippines,1992-01-09,true,PASS,,,,,,LEGITIMATE,,
DOCF-HARD-0077,2026-05-19T03:23:23Z,198.51.100.197,DEV-821F,+20550479312,"185 Coral Drive, Riverbend",amira.abdallah822@gmail.com,Amira Abdallah,Egypt,1972-08-24,true,PASS,documents/forged_hard_resized.jpg,,,,,DOCUMENT_FRAUD,DOC-FRAUD-HARD-0076,DOCUMENT_FRAUD
DOCL-HARD-0089,2026-05-19T15:11:23Z,198.51.100.43,DEV-BE0B,+44596721723,"214 Willow Court, Fairview",lucia.abdallah946@gmail.com,Lucia Abdallah,UK,2002-05-24,true,PASS,documents/legit_hard_screenshot_like.jpg,,,,,LEGITIMATE,,
MULTIDEV-HARD-0010,2026-04-04T17:02:36Z,198.51.100.155,DEV-EE19,+63546060145,"60 Cedar Path, Fairview",karan.cheng175@outlook.com,Karan Cheng,Philippines,1970-10-26,true,PASS,,,,,,LEGITIMATE,,
VICTIM-38125-0009,2026-05-02T12:09:23Z,203.0.113.91,DEV-B381,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-SPRAY-HARD-0044,CREDENTIAL_STUFFING
VICTIM-13405-0016,2026-04-29T05:39:46Z,203.0.113.207,DEV-EA66,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-DIST-HARD-0040,CREDENTIAL_STUFFING
VICTIM-32847-0013,2026-04-29T05:32:38Z,203.0.113.34,DEV-D232,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-BURST-HARD-0039,CREDENTIAL_STUFFING
TRAVEL-HARD-0008,2026-03-22T17:02:36Z,203.0.113.18,DEV-C616,+91552082063,"82 Harbor View, Lakeside",tarek.abdallah157@outlook.com,Tarek Abdallah,India,1979-06-13,true,PASS,,,,,,LEGITIMATE,,
SYNC-HARD-0059,2026-05-07T01:11:23Z,203.0.113.163,DEV-9BCD,+91586271047,"238 Willow Court, Northgate",ben.kowalski326@icloud.com,Ben Kowalski,India,1993-11-02,true,PASS,,,,,,SYNTHETIC_IDENTITY,SYN-ADDR-HARD-0055,SYNTHETIC_IDENTITY
MULTIDEV-HARD-0011,2026-04-09T17:02:36Z,198.51.100.56,DEV-B302,+44543398908,"90 Union Square, Riverbend",nadia.delgado203@icloud.com,Nadia Delgado,UK,1986-04-08,true,PASS,,,,,,LEGITIMATE,,
LEG-HARD-0001,2026-03-06T09:00:00Z,198.51.100.194,DEV-BF74,+92541346225,"229 Coral Drive, Fairview",priya.reyes582@gmail.com,Priya Reyes,Pakistan,1991-09-22,true,PASS,,,,,,LEGITIMATE,,
