user_ref,timestamp,ip_address,device_id,phone,address,email,full_name,nationality,date_of_birth,login_success,liveness_status,document_path,document_hash,document_phash,document_anomaly,document_name,label,campaign_id,attack_category
HOUSE-EASY-0013,2026-04-16T11:45:13Z,198.51.100.53,DEV-8202,+20587215314,"182 Harbor View, Fairview",miles.petrov180@outlook.com,Miles Petrov,Egypt,2003-05-21,true,PASS,,,,,,LEGITIMATE,,
TRAVEL-EASY-0007,2026-03-21T04:01:13Z,203.0.113.240,DEV-5937,+63507602827,"372 Cedar Path, Northgate",karan.abdallah686@outlook.com,Karan Abdallah,Philippines,1975-07-10,true,PASS,,,,,,LEGITIMATE,,
VICTIM-10683-0011,2026-04-23T09:41:01Z,203.0.113.66,DEV-6643,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-BURST-EASY-0032,CREDENTIAL_STUFFING
TRAVEL-EASY-0008,2026-03-23T04:01:13Z,203.0.113.145,DEV-770D,+44583546560,"316 Harbor View, Fairview",priya.cheng31@outlook.com,Priya Cheng,UK,1966-12-01,true,PASS,,,,,,LEGITIMATE,,
TRAVEL-EASY-0009,2026-03-26T21:01:13Z,203.0.113.81,DEV-8828,+63584054987,"43 Meadow Lane, Lakeside",ethan.abdallah889@proton.me,Ethan Abdallah,Philippines,1985-08-24,true,PASS,,,,,,LEGITIMATE,,
TRAVEL-EASY-0008,2026-03-23T11:01:13Z,203.0.113.91,DEV-770D,+44583546560,"316 Harbor View, Fairview",priya.cheng31@outlook.com,Priya Cheng,UK,1966-12-01,true,PASS,,,,,,LEGITIMATE,,
CORP-EASY-0015,2026-04-16T11:54:13Z,198.51.100.120,DEV-899B,+92555620170,"395 Cedar Path, Riverbend",nadia.petrov716@outlook.com,Nadia Petrov,Pakistan,1979-05-24,true,PASS,,,,,,LEGITIMATE,,
LEG-EASY-0003,2026-03-10T17:01:13Z,198.51.100.119,DEV-27BE,+92540320771,"316 Coral Drive, Riverbend",ethan.farouk801@icloud.com,Ethan Farouk,Pakistan,1970-11-16,true,PASS,,,,,,LEGITIMATE,,
VICTIM-61129-0008,2026-04-23T09:40:46Z,203.0.113.66,DEV-6643,,,,,,,true,,,,,,,CREDENTIAL_STUFFING,CS-BURST-EASY-0032,CREDENTIAL_STUFFING
KIOSK-EASY-0030,2026-04-23T04:48:13Z,198.51.100.16,DEV-9EDB,+63565288327,"123 Meadow Lane, Northgate",salma.cheng721@outlook.com,Salma Cheng,Philippines,1980-12-08,true,PASS,,,,,,LEGITIMATE,,
KIOSK-EASY-0026,2026-04-20T15:48:13Z,198.51.100.16,DEV-9EDB,+20596963883,"113 Meadow Lane, Northgate",theo.novak251@gmail.com,Theo Novak,Egypt,1967-04-05,true,PASS,,,,,,LEGITIMATE,,
LEG-EASY-0006,2026-03-16T09:01:13Z,198.51.100.172,DEV-8BB5,+92543640199,"255 Union Square, Riverbend",noura.abdallah992@icloud.com,Noura Abdallah,Pakistan,1993-06-19,true,PASS,,,,,,LEGITIMATE,,
VICTIM-65216-0006,2026-04-23T09:40:36Z,203.0.113.66,DEV-6643,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-BURST-EASY-0032,CREDENTIAL_STUFFING
SYNB-EASY-0042,2026-04-23T14:49:05Z,203.0.113.14,DEV-E618,+63599040575,"255 Cedar Path, Northgate",dana.kowalski140@proton.me,Dana Kowalski,Philippines,1994-03-02,true,PASS,,,,,,SYNTHETIC_IDENTITY,SYN-DEVICE-EASY-0038,SYNTHETIC_IDENTITY
LEG-EASY-0005,2026-03-14T00:01:13Z,198.51.100.44,DEV-F225,+971548326559,"247 Cedar Path, Fairview",reem.cheng967@outlook.com,Reem Cheng,UAE,1999-01-16,true,PASS,,,,,,LEGITIMATE,,
VICTIM-39086-0003,2026-04-23T09:40:26Z,203.0.113.66,DEV-6643,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-BURST-EASY-0032,CREDENTIAL_STUFFING
HOUSE-EASY-0012,2026-04-16T11:18:13Z,198.51.100.53,DEV-E608,+971525909190,"182 Harbor View, Fairview",ethan.reyes839@outlook.com,Ethan Reyes,UAE,1998-02-24,true,PASS,,,,,,LEGITIMATE,,
DOCL-EASY-0048,2026-04-23T17:38:05Z,198.51.100.211,DEV-E938,+44597282184,"7 Founders Row, Lakeside",hassan.cheng906@gmail.com,Hassan Cheng,UK,1987-09-21,true,PASS,documents/legit_easy_recompressed_stripped.jpg,,,,,LEGITIMATE,,
NAME-EASY-0022,2026-04-17T20:48:13Z,198.51.100.103,DEV-81F0,+44528153054,"332 Coral Drive, Northgate",lucia.garcia711@outlook.com,Lucia Garcia,UK,1985-03-12,true,PASS,,,,,,LEGITIMATE,,
LEG-EASY-0003,2026-03-09T03:01:13Z,198.51.100.119,DEV-27BE,+92540320771,"316 Coral Drive, Riverbend",ethan.farouk801@icloud.com,Ethan Farouk,Pakistan,1970-11-16,true,PASS,,,,,,LEGITIMATE,,
LEG-EASY-0006,2026-03-16T20:01:13Z,198.51.100.172,DEV-8BB5,+92543640199,"255 Union Square, Riverbend",noura.abdallah992@icloud.com,Noura Abdallah,Pakistan,1993-06-19,true,PASS,,,,,,LEGITIMATE,,
SYNA-EASY-0036,2026-04-23T11:29:05Z,203.0.113.66,DEV-EE5A,+971553967870,"273 Founders Row, Fairview",amira.ibori472@outlook.com,Amira Ibori,Pakistan,1995-06-23,true,PASS,,,,,,SYNTHETIC_IDENTITY,SYN-PHONE-EASY-0033,SYNTHETIC_IDENTITY
LEG-EASY-0001,2026-03-04T02:00:37Z,198.51.100.68,DEV-D610,+91559506641,"82 Founders Row, Riverbend",theo.kowalski296@icloud.com,Theo Kowalski,India,2000-11-08,true,PASS,,,,,,LEGITIMATE,,
KIOSK-EASY-0028,2026-04-22T03:48:13Z,198.51.100.16,DEV-9EDB,+63533153531,"150 Birchwood Ave, Lakeside",tarek.novak383@outlook.com,Tarek Novak,Philippines,1975-04-05,true,PASS,,,,,,LEGITIMATE,,
TRAVEL-EASY-0007,2026-03-18T12:01:13Z,203.0.113.215,DEV-5937,+63507602827,"372 Cedar Path, Northgate",karan.abdallah686@outlook.com,Karan Abdallah,Philippines,1975-07-10,true,PASS,,,,,,LEGITIMATE,,
DOCF-EASY-0046,2026-04-23T16:35:05Z,198.51.100.180,DEV-D9FD,+20506693709,"257 Coral Drive, Lakeside",reem.farouk269@proton.me,Reem Farouk,Egypt,1990-09-18,true,PASS,documents/forged_easy_brightness_contrast.jpg,,,,,DOCUMENT_FRAUD,DOC-FRAUD-EASY-0043,DOCUMENT_FRAUD
NAME-EASY-0021,2026-04-17T17:48:13Z,198.51.100.97,DEV-FFC1,+92506131806,"279 Willow Court, Riverbend",ben.garcia701@icloud.com,Ben Garcia,Pakistan,1981-07-18,true,PASS,,,,,,LEGITIMATE,,
NAME-EASY-0020,2026-04-17T03:48:13Z,198.51.100.168,DEV-925F,+91543530951,"34 Meadow Lane, Northgate",hassan.smith981@icloud.com,Hassan Smith,India,1975-09-12,true,PASS,,,,,,LEGITIMATE,,
LEG-EASY-0001,2026-03-05T14:00:37Z,198.51.100.68,DEV-D610,+91559506641,"82 Founders Row, Riverbend",theo.kowalski296@icloud.com,Theo Kowalski,India,2000-11-08,true,PASS,,,,,,LEGITIMATE,,
TRAVEL-EASY-0009,2026-03-26T07:01:13Z,203.0.113.41,DEV-8828,+63584054987,"43 Meadow Lane, Lakeside",ethan.abdallah889@proton.me,Ethan Abdallah,Philippines,1985-08-24,true,PASS,,,,,,LEGITIMATE,,
VICTIM-59159-0001,2026-04-23T09:40:20Z,203.0.113.66,DEV-6643,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-BURST-EASY-0032,CREDENTIAL_STUFFING
TRAVEL-EASY-0007,2026-03-22T13:01:13Z,203.0.113.208,DEV-5937,+63507602827,"372 Cedar Path, Northgate",karan.abdallah686@outlook.com,Karan Abdallah,Philippines,1975-07-10,true,PASS,,,,,,LEGITIMATE,,
VICTIM-49142-0005,2026-04-23T09:40:34Z,203.0.113.66,DEV-6643,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-BURST-EASY-0032,CREDENTIAL_STUFFING
KIOSK-EASY-0027,2026-04-21T20:48:13Z,198.51.100.16,DEV-9EDB,+63534723366,"357 Harbor View, Riverbend",tarek.abdallah373@gmail.com,Tarek Abdallah,Philippines,1980-01-20,true,PASS,,,,,,LEGITIMATE,,
MULTIDEV-EASY-0011,2026-04-16T11:01:13Z,198.51.100.180,DEV-959E,+92552107444,"141 Birchwood Ave, Lakeside",ben.kowalski62@outlook.com,Ben Kowalski,Pakistan,1968-01-14,true,PASS,,,,,,LEGITIMATE,,
CORP-EASY-0014,2026-04-16T11:50:13Z,198.51.100.120,DEV-9690,+91515353161,"316 Founders Row, Riverbend",farah.voss518@icloud.com,Farah Voss,India,1998-07-25,true,PASS,,,,,,LEGITIMATE,,
DOCL-EASY-0047,2026-04-23T16:45:05Z,198.51.100.71,DEV-3D4C,+91556619643,"277 Meadow Lane, Northgate",karan.reyes630@proton.me,Karan Reyes,India,1976-04-09,true,PASS,documents/legit_easy_resized.jpg,,,,,LEGITIMATE,,
DOCL-EASY-0049,2026-04-23T18:42:05Z,198.51.100.248,DEV-3FB6,+971545869601,"282 Willow Court, Lakeside",ethan.voss689@icloud.com,Ethan Voss,UAE,1966-08-12,true,PASS,documents/legit_easy_brightness_contrast.jpg,,,,,LEGITIMATE,,
VICTIM-24541-0002,2026-04-23T09:40:24Z,203.0.113.66,DEV-6643,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-BURST-EASY-0032,CREDENTIAL_STUFFING
LEG-EASY-0001,2026-03-04T02:00:00Z,198.51.100.68,DEV-D610,+91559506641,"82 Founders Row, Riverbend",theo.kowalski296@icloud.com,Theo Kowalski,India,2000-11-08,false,PASS,,,,,,LEGITIMATE,,
CORP-EASY-0019,2026-04-16T12:48:13Z,198.51.100.120,DEV-DE19,+44544434754,"283 Willow Court, Lakeside",fadi.cheng540@outlook.com,Fadi Cheng,UK,1983-06-14,true,PASS,,,,,,LEGITIMATE,,
MOBILE-EASY-0031,2026-04-23T05:21:13Z,203.0.113.187,DEV-6438,+44555544486,"137 Harbor View, Fairview",hassan.voss149@proton.me,Hassan Voss,UK,1978-10-05,true,PASS,,,,,,LEGITIMATE,,
LEG-EASY-0003,2026-03-08T08:01:13Z,198.51.100.119,DEV-27BE,+92540320771,"316 Coral Drive, Riverbend",ethan.farouk801@icloud.com,Ethan Farouk,Pakistan,1970-11-16,true,PASS,,,,,,LEGITIMATE,,
TRAVEL-EASY-0007,2026-03-20T20:01:13Z,203.0.113.191,DEV-5937,+63507602827,"372 Cedar Path, Northgate",karan.abdallah686@outlook.com,Karan Abdallah,Philippines,1975-07-10,true,PASS,,,,,,LEGITIMATE,,
MOBILE-EASY-0031,2026-04-23T09:40:13Z,203.0.113.146,DEV-6438,+44555544486,"137 Harbor View, Fairview",hassan.voss149@proton.me,Hassan Voss,UK,1978-10-05,true,PASS,,,,,,LEGITIMATE,,
SYNA-EASY-0034,2026-04-23T09:57:05Z,203.0.113.140,DEV-2A6B,+971553967870,"212 Birchwood Ave, Riverbend",amira.abdallah222@icloud.com,Amira Abdallah,Egypt,2000-04-04,true,PASS,,,,,,SYNTHETIC_IDENTITY,SYN-PHONE-EASY-0033,SYNTHETIC_IDENTITY
LEG-EASY-0005,2026-03-15T04:01:13Z,198.51.100.44,DEV-F225,+971548326559,"247 Cedar Path, Fairview",reem.cheng967@outlook.com,Reem Cheng,UAE,1999-01-16,true,PASS,,,,,,LEGITIMATE,,
LEG-EASY-0002,2026-03-07T08:00:37Z,198.51.100.240,DEV-5B22,+91584079251,"334 Cedar Path, Lakeside",priya.delgado737@outlook.com,Priya Delgado,India,2001-08-20,true,PASS,,,,,,LEGITIMATE,,
LEG-EASY-0001,2026-03-04T11:00:37Z,198.51.100.68,DEV-D610,+91559506641,"82 Founders Row, Riverbend",theo.kowalski296@icloud.com,Theo Kowalski,India,2000-11-08,true,PASS,,,,,,LEGITIMATE,,
VICTIM-35848-0004,2026-04-23T09:40:29Z,203.0.113.66,DEV-6643,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-BURST-EASY-0032,CREDENTIAL_STUFFING
SYNB-EASY-0040,2026-04-23T13:36:05Z,203.0.113.71,DEV-E618,+63598805384,"46 Founders Row, Lakeside",lina.abdallah677@icloud.com,Lina Abdallah,Philippines,1968-11-01,true,PASS,,,,,,SYNTHETIC_IDENTITY,SYN-DEVICE-EASY-0038,SYNTHETIC_IDENTITY
LEG-EASY-0003,2026-03-10T01:01:13Z,198.51.100.119,DEV-27BE,+92540320771,"316 Coral Drive, Riverbend",ethan.farouk801@icloud.com,Ethan Farouk,Pakistan,1970-11-16,true,PASS,,,,,,LEGITIMATE,,
NAME-EASY-0023,2026-04-18T00:48:13Z,198.51.100.100,DEV-DA26,+971517493902,"275 Meadow Lane, Lakeside",ivan.ahmed770@outlook.com,Ivan Ahmed,UAE,1979-11-12,true,PASS,,,,,,LEGITIMATE,,
VICTIM-13573-0009,2026-04-23T09:40:49Z,203.0.113.66,DEV-6643,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-BURST-EASY-0032,CREDENTIAL_STUFFING
MOBILE-EASY-0031,2026-04-23T07:14:13Z,203.0.113.254,DEV-6438,+44555544486,"137 Harbor View, Fairview",hassan.voss149@proton.me,Hassan Voss,UK,1978-10-05,true,PASS,,,,,,LEGITIMATE,,
VICTIM-13825-0013,2026-04-23T09:41:05Z,203.0.113.66,DEV-6643,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-BURST-EASY-0032,CREDENTIAL_STUFFING
LEG-EASY-0004,2026-03-12T09:01:13Z,198.51.100.38,DEV-5509,+63585968253,"223 Union Square, Lakeside",ethan.kowalski243@gmail.com,Ethan Kowalski,Philippines,1971-02-01,true,PASS,,,,,,LEGITIMATE,,
TRAVEL-EASY-0008,2026-03-24T08:01:13Z,203.0.113.176,DEV-770D,+44583546560,"316 Harbor View, Fairview",priya.cheng31@outlook.com,Priya Cheng,UK,1966-12-01,true,PASS,,,,,,LEGITIMATE,,
TRAVEL-EASY-0007,2026-03-19T18:01:13Z,203.0.113.9,DEV-5937,+63507602827,"372 Cedar Path, Northgate",karan.abdallah686@outlook.com,Karan Abdallah,Philippines,1975-07-10,true,PASS,,,,,,LEGITIMATE,,
SYNA-EASY-0037,2026-04-23T12:25:05Z,203.0.113.35,DEV-EA3E,+971553967870,"252 Union Square, Lakeside",nadia.kowalski864@proton.me,Nadia Kowalski,Pakistan,1967-11-21,true,PASS,,,,,,SYNTHETIC_IDENTITY,SYN-PHONE-EASY-0033,SYNTHETIC_IDENTITY
LEG-EASY-0005,2026-03-14T23:01:13Z,198.51.100.44,DEV-F225,+971548326559,"247 Cedar Path, Fairview",reem.cheng967@outlook.com,Reem Cheng,UAE,1999-01-16,true,PASS,,,,,,LEGITIMATE,,
MULTIDEV-EASY-0011,2026-04-12T11:01:13Z,198.51.100.180,DEV-2846,+92552107444,"141 Birchwood Ave, Lakeside",ben.kowalski62@outlook.com,Ben Kowalski,Pakistan,1968-01-14,true,PASS,,,,,,LEGITIMATE,,
VICTIM-48759-0010,2026-04-23T09:40:55Z,203.0.113.66,DEV-6643,,,,,,,false,,,,,,,CREDENTIAL_STUFFING,CS-BURST-EASY-0032,CREDENTIAL_STUFFING
VICTIM-47850-0007,2026-04-23T09:40:42Z,203.0.113.66,DEV-6643,,,,,,,true,,,,,,,CREDENTIAL_STUFFING,CS-BURST-EASY-0032,CREDENTIAL_STUFFING
MULTIDEV-EASY-0010,2026-04-02T11:01:13Z,198.51.100.65,DEV-BFA8,+971539912163,"46 Harbor View, Lakeside",lucia.reyes153@icloud.com,Lucia Reyes,UAE,1973-12-05,true,PASS,,,,,,LEGITIMATE,,
MOBILE-EASY-0031,2026-04-23T08:13:13Z,203.0.113.186,DEV-6438,+44555544486,"137 Harbor View, Fairview",hassan.voss149@proton.me,Hassan Voss,UK,1978-10-05,true,PASS,,,,,,LEGITIMATE,,
LEG-EASY-0002,2026-03-06T07:00:37Z,198.51.100.240,DEV-5B22,+91584079251,"334 Cedar Path, Lakeside",priya.delgado737@outlook.com,Priya Delgado,India,2001-08-20,true,PASS,,,,,,LEGITIMATE,,
LEG-EASY-0005,2026-03-13T04:01:13Z,198.51.100.44,DEV-F225,+971548326559,"247 Cedar Path, Fairview",reem.cheng967@outlook.com,Reem Cheng,UAE,1999-01-16,true,PASS,,,,,,LEGITIMATE,,
LEG-EASY-0003,2026-03-08T08:00:37Z,198.51.100.119,DEV-27BE,+92540320771,"316 Coral Drive, Riverbend",ethan.farouk801@icloud.com,Ethan Farouk,Pakistan,1970-11-16,false,PASS,,,,,,LEGITIMATE,,
KIOSK-EASY-0029,2026-04-22T11:48:13Z,198.51.100.16,DEV-9EDB,+91556020161,"314 Founders Row, Fairview",jonas.reyes626@outlook.com,Jonas Reyes,India,1979-04-25,true,PASS,,,,,,LEGITIMATE,,
